scientific_name,latitude,longitude,observation_count
"Argyreia thwaitesii (C.B.Clarke) D.F.Austin",7.6,80.7,2
"Nephrosperma vanhoutteanum (H.Wendl. ex Van Houtte) Balf.f.",7.3,80.6,2
"Thrinax floridana Sarg.",7.3,80.6,2
"Arenga porphyrocarpa (Blume ex Mart.) H.E.Moore",7.3,80.6,2
"Pagiantha dichotoma (Roxb.) Markgr.",6.3,80.6,2
"Derris timorensis (DC.) Pittier",8.6,81.2,2
"Tylophora indica (Burm.fil.) Merr.",6.1,81.1,2
"Tylophora indica (Burm.fil.) Merr.",6.4,80.3,2
"Syzygium nervosum DC.",6.4,80.7,2
"Syzygium nervosum DC.",7.2,81,2
"Ilex walkeri Wight & Gardner ex Thwaites",6.8,80.5,2
"Garcinia hermonii Kosterm.",6.4,80.5,2
"Garcinia thwaitesii Pierre",6.4,80.5,2
"Garcinia thwaitesii Pierre",7,80.4,2
"Dipsacus walkeri Arn.",6.8,80.8,2
"Erythroxylum moonii Hochr.",7.3,80.6,2
"Drosera burmannii Vahl",7.6,80.8,2
"Shorea megistophylla P.S.Ashton",6.7,80.4,2
"Shorea venulosa G.H.S.Wood ex Meijer",6.8,80.4,2
"Aporosa acuminata Thwaites",6.4,80.7,2
"Doona zeylanica Thwaites",6.4,80.7,2
"Doona gardneri Thwaites",7.1,80.7,2
"Symplocos cordifolia Thwaites",7.4,80.8,2
"Passiflora subpeltata Ortega",6.9,81,2
"Stereospermum suaveolens (Roxb.) DC.",7.3,80.6,2
"Drosera peltata Thunb.",7.6,80.8,2
"Drosera peltata Thunb.",6.8,80.8,2
"Cassine glauca (Rottb.) Kuntze",7.3,80.6,2
"Cassine glauca (Rottb.) Kuntze",9.6,80,2
"Elaeodendron glaucum (Rottb.) Pers.",8.6,81.2,2
"Jatropha glandulifera Roxb.",8.9,79.9,2
"Euphorbia rosea Retz.",6.5,81.7,2
"Euphorbia rosea Retz.",8.9,79.9,2
"Alloteropsis semialata (R.Br.) Hitchc.",6.5,81.1,2
"Crudia zeylanica (Thwaites) Benth.",7.3,80.6,2
"Kuruna floribunda (Thwaites) Attigala, Kaththr. & L.G.Clark",7,80.4,2
"Grewia rothii DC.",8.8,80.4,2
"Thunbergia mysorensis (Wight) T.Anderson",6.5,80.4,2
"Macromitrium torulosum Mitt.",6.9,80.8,2
"Macromitrium torulosum Mitt.",6.8,80.7,2
"Garovaglia densifolia Thwaites & Mitt.",7.6,80.7,2
"Tectaria Cav.",7,81,2
"Mimosa pigra L.",6.9,80,2
"Jasminum L.",8.4,80,2
"Melampodium L.",7.3,80.6,2
"Pentatropis capensis (L.fil.) Bullock",9,79.9,2
"Pentatropis capensis (L.fil.) Bullock",8.9,80,2
"Argyreia kleiniana (Roem. & Schult.) Raizada",7.6,80.7,2
"Pavonia odorata Willd.",7.9,81.1,2
"Pavonia odorata Willd.",7.3,80.8,2
"Pavonia odorata Willd.",8.6,80.5,2
"Pholidota Lindl. ex Hook.",6.9,80.5,2
"Hiptage benghalensis (L.) Kurz",7.4,80.9,2
"Wrightia angustifolia Thwaites",8.8,80.4,2
"Machaerina rubiginosa (Biehler) T.Koyama",7,80.5,2
"Fimbristylis dichotoma subsp. dichotoma",7.5,80.5,2
"Homaliodendron ligulaefolium (Mitt.) Fleisch.",6.8,80.8,2
"Epacris microphylla R.Br.",6.4,80.4,2
"Semecarpus nigroviridis Thwaites",7.3,80.6,2
"Chara Linnaeus, 1753",8.4,80.1,2
"Aerobryopsis longissima (Dozy & Molk.) M.Fleisch.",7.4,80.8,2
"Aerobryopsis longissima (Dozy & Molk.) M.Fleisch.",7.3,80.6,2
"Biophytum nervifolium Thwaites",9.2,80.4,2
"Memecylon rivulare K.Bremer",7,80.4,2
"Memecylon rivulare K.Bremer",6.6,80.3,2
"Memecylon rivulare K.Bremer",6.4,80.3,2
"Elettaria floribunda Thwaites",6.5,80.3,2
"Spiranthes sinensis (Pers.) Ames",6.9,80.8,2
"Panicum L.",6.5,81.5,2
"Oldenlandia L.",9.8,80.3,2
"Canthium Lam.",9.6,80.3,2
"Adina Salisb.",8.3,80.2,2
"Ectropothecium laevigatum Thwaites & Mitt.",7.6,80.7,2
"Halimeda cuneata K.Hering",6,80.7,2
"Vanvoorstia Harvey, 1854",6.5,80,2
"Caulerpa cactoides (Turner) C.Agardh",6,80.4,2
"Bryopsis pennata var. leprieurii (Kütz.) Collins & Herv., 1917",6,80.7,2
"Nitophyllum marginale (Kütz.) J.Agardh, 1872",5.9,80.5,2
"Lamiaceae",6.3,80.9,2
"Freesia laxa (Thunb.) Goldblatt & J.C.Manning",7.1,80.7,2
"Fissidens anomalus Mont.",7,80.8,2
"Spermacoce latifolia Aubl.",6.7,80.4,2
"Dendrobium nutantiflorum A.D.Hawkes & A.H.Heller",6.9,80.8,2
"Bulbophyllum trimenii (Hook.f.) J.J.Sm.",6.8,80.8,2
"Plagiothecium subglaucum Thwaites & Mitt.",7.3,80.8,2
"Clastobryellina ceylonensis (Broth.) H.Akiyama",7,80.8,2
"Sematophyllum falcatulum var. subfalcatulum Broth.",6.8,80.8,2
"Taxithelium instratum (Brid.) Broth.",7,80.9,2
"Symphyodon erraticus (Mitt.) A.Jaeger",6.8,80.5,2
"Tricholaena repens (Willd.) Hitchc.",7.6,80.4,2
"Ctenopteris epaleata Parris",6.8,80.8,2
"Chauvinia imbricata (Aresch.) Harvey, 1862",6.1,80.2,2
"Dendrobium aphyllum (Roxb.) C.E.C.Fisch.",7.3,80.7,2
"Yonagunia S.Kawaguchi & M.Masuda, 2004",6,80.4,2
"Thottea duchartrei Sivar., A.Babu & Balach.",7.3,80.5,2
"Oryza rufipogon Griff.",7.7,80.7,2
"Oryza rufipogon Griff.",7.9,79.8,2
"Oryza rufipogon Griff.",7.4,79.8,2
"Oryza rufipogon Griff.",7.5,80.4,2
"Oryza rufipogon Griff.",6.9,80.6,2
"Oryza rufipogon Griff.",7.1,80,2
"Oryza rufipogon Griff.",7.9,81,2
"Oryza rufipogon Griff.",7.2,79.8,2
"Salacia L.",6.7,80.8,2
"Salacia L.",7.9,80.7,2
"Salacia L.",7.3,80.6,2
"Coleus hadiensis (Forssk.) A.J.Paton",6.5,79.6,2
"Mallotus Lour.",8.1,80.7,2
"Mallotus Lour.",6.2,80.3,2
"Manihot glaziovii Müll.Arg.",7.3,80.6,2
"Mallotus walkerae Hook.f.",7.3,80.6,2
"Mallotus walkerae Hook.f.",7.6,80.8,2
"Microstachys A.Juss.",8.6,81.2,2
"Mallotus albus (Roxb. ex Jack) Müll.Arg.",7.6,80.7,2
"Manihot Mill.",7.3,80.6,2
"Bryum ceylonense Broth. & Dixon",7,80.8,2
"Securinega leucopyrus (Willd.) Müll.Arg.",7.9,80.8,2
"Glochidion acutifolium Alston",6.5,80.3,2
"Homalanthus A.Juss.",6.8,80.5,2
"Givotia Griff.",6.9,81,2
"Givotia rottleriformis Griff. ex Wight",7.9,80.7,2
"Glochidion stellatum (Retz.) Bedd.",8.1,80.7,2
"Excoecaria L.",7.4,80.8,2
"Glochidion montanum Thwaites",7.6,80.7,2
"Croton baillonianus Müll.Arg.",8.5,81.3,2
"Croton baillonianus Müll.Arg.",8.6,81.2,2
"Croton aromaticus L.",8.1,80.7,2
"Croton aromaticus L.",6,80.2,2
"Croton aromaticus L.",6.2,81,2
"Croton L.",7.9,81,2
"Croton L.",8,79.9,2
"Croton L.",7.3,80.8,2
"Croton nigroviridis Thwaites",7.6,80.7,2
"Dalbergia L.f.",7.3,80.8,2
"Solanum virginianum L.",6.9,79.9,2
"Nepenthes L.",6.4,80.4,2
"Phyllanthus polyphyllus Willd.",8.4,81,2
"Utricularia reticulata Sm.",6.4,80.3,2
"Acalypha ciliata Forssk.",6.3,81.4,2
"Acalypha ciliata Forssk.",8,81,2
"Acalypha ciliata Forssk.",7.6,80.7,2
"Acalypha lanceolata Willd.",6.3,81.5,2
"Breynia rhamnoides Müll.Arg.",6.2,80.3,2
"Actephila neilgherrensis Wight",7.9,80,2
"Aporosa latifolia Thwaites",6.7,81.2,2
"Aporosa latifolia Thwaites",6.4,80.4,2
"Agyneia bacciformis (L.) A.Juss.",8,79.8,2
"Antidesma ferrugineum Airy Shaw",8.1,80.7,2
"Peperomia dindygulensis Miq.",8.1,80.7,2
"Scleria terrestris (L.) Fassett",6,80.3,2
"Dioscorea pentaphylla L.",7.6,80.7,2
"Actephila Blume",7,80.4,2
"Dictyosphaeria cavernosa (Forssk.) Børgesen",6,80.4,2
"Caulerpa microphysa (Weber Bosse) Feldmann",6.5,80,2
"Caulerpa mexicana Sond. ex Kütz.",8.2,79.8,2
"Euptilota fergusonii Cotton, 1907",8.2,79.8,2
"Miliusa montana Gardner ex Hook.f. & Thomson",8.1,80.7,2
"Miliusa montana Gardner ex Hook.f. & Thomson",7.6,80.7,2
"Flemingia strobilifera (L.) W.T.Aiton",7.3,80.6,2
"Ficus carica L.",7.3,80.6,2
"Nephrolepis Schott",6.9,80.8,2
"Nephrolepis Schott",7.3,80.6,2
"Porella L.",7.2,80.6,2
"Plagiochila (Dumort.) Dumort.",7.3,80.6,2
"Plagiochila (Dumort.) Dumort.",6.3,80.4,2
"Plagiochila (Dumort.) Dumort.",6.4,80.5,2
"Carex spicigera Nees",6.3,80.3,2
"Philonotis Brid.",7.3,80.6,2
"Digitaria longiflora (Retz.) Pers.",6.1,81.1,2
"Digitaria longiflora (Retz.) Pers.",7,81.1,2
"Digitaria longiflora (Retz.) Pers.",8,79.8,2
"Digitaria bicornis (Lam.) Roem. & Schult.",6.9,79.9,2
"Digitaria bicornis (Lam.) Roem. & Schult.",8.6,81.2,2
"Loranthaceae",7.3,80.6,2
"Elatostema J.R.Forst. & G.Forst.",6.8,80.5,2
"Neololeba atra (Lindl.) Widjaja",7.3,80.6,2
"Ehretia laevis (Rottler ex G.Don) Roxb.",6.6,81.4,2
"Ehretia laevis (Rottler ex G.Don) Roxb.",8,81.3,2
"Psychotria L.",6.9,80.8,2
"Aristolochiaceae",6.8,80.4,2
"Zanthoxylum L.",8.1,80.7,2
"Lythraceae",6.9,80.8,2
"Polyalthia Blume",6.6,81.4,2
"Polyalthia Blume",6.6,80,2
"Chionanthus L.",8.4,80,2
"Eugenia L.",7.3,80.6,2
"Terminalia L.",6.4,81.5,2
"Ziziphus Mill.",7.3,80.7,2
"Avrainvillea obscura (C.Ag.) J.Ag.",6.5,80,2
"Cajanus cajan (L.) Huth",8.4,80.7,2
"Lapeirousia Pourr.",7.2,80.7,2
"Lindernia pusilla (Willd.) Bold.",7.6,81.5,2
"Lindernia crustacea (L.) F.Muell.",8.1,80.9,2
"Smilax perfoliata Lour.",7.2,80.7,2
"Christisonia subacaulis (Benth.) Gardner",7.4,80.8,2
"Garcinia mangostana L.",7.3,80.6,2
"Uvaria semecarpifolia Hook.f. & Thomson",7.7,80.7,2
"Elaphoglossum Schott ex J.Sm.",7,81,2
"Hymenophyllum neesii (Blume) Hook.",7,81,2
"Lycopodium phlegmaria L.",7,81,2
"Dryopteris approximata Sledge",7,81.1,2
"Coniogramme fraxinea (D.Don) Diels",7,81,2
"Asplenium affine Sw.",7.3,80.8,2
"Asplenium affine Sw.",6.8,80.9,2
"Asplenium affine Sw.",6.9,80.8,2
"Vittaria scolopendrina (Bory) Thwaites",7,81,2
"Humata repens (L.fil.) Diels",7,81,2
"Pyrrosia mollis (Kunze) Ching",7,81,2
"Alsophila hookeri (Thwaites) R.M.Tryon",7.6,80.8,2
"Trichomanes L.",7,81,2
"Alsophila R.Br.",7,81,2
"Bolbitis subcrenata (Hook. & Grev.) Ching",7.6,80.7,2
"Lindsaea cultrata (Willd.) Sw.",7.6,80.7,2
"Histiopteris incisa (Thunb.) J.Sm.",7,80.8,2
"Histiopteris incisa (Thunb.) J.Sm.",6.8,80.9,2
"Pteris hookeriana J.Agardh",6.7,80.4,2
"Polybotrya appendiculata (Willd.) J.Sm.",7.6,80.8,2
"Dryopteris obtusissima (Mett.) Christ",7,81,2
"Tectaria devexa (Kunze ex Mett.) Copel.",7.8,80.7,2
"Tectaria devexa (Kunze ex Mett.) Copel.",7.3,80.6,2
"Pityrogramma Link",6.2,80.1,2
"Tadehagi triquetrum subsp. triquetrum",7.3,80.8,2
"Rhynchosia Lour.",9.7,80,2
"Myriophyllum indicum Willd.",7.9,80.7,2
"Smithia Aiton",7.3,80.8,2
"Didymoglossum bimarginatum (Bosch) Ebihara & K.Iwats.",6.5,80.5,2
"Flacourtia indica (Burm.fil.) Merr.",9.8,80.2,2
"Flacourtia indica (Burm.fil.) Merr.",7.8,80.4,2
"Tacca leontopetaloides (L.) Kuntze",6.7,81.3,2
"Uvaria macropoda Hook.f. & Thomson",7.7,80.7,2
"Garcinia quaesita Pierre",7.2,80,2
"Pittosporum tetraspermum Wight & Arn.",6.8,80.5,2
"Dendrocnide sinuata (Blume) Chew",7.3,80.9,2
"Dorstenia indica Wight",7.4,80.8,2
"Dorstenia indica Wight",8.1,80.7,2
"Lagenandra praetermissa de Wit",6.6,80.6,2
"Sansevieria zeylanica (L.) Willd.",8.7,81.2,2
"Cathetus Lour.",7.9,81,2
"Cathetus Lour.",7.3,80.8,2
"Sauropus bacciformis (L.) Airy Shaw",9.4,80.4,2
"Memecylon grande Retz.",6.4,80.4,2
"Vigna aridicola N.Tomooka & Maxted",8,81,2
"Vigna aridicola N.Tomooka & Maxted",7.4,81.1,2
"Lasianthus obliquus (Thwaites) Thwaites",7,80.4,2
"Knoxia spicata (Thwaites ex Trimen) Ridsdale",6.7,80.8,2
"Lasianthus oliganthus Thwaites",6.9,80.5,2
"Ophiorrhiza L.",6.4,80.4,2
"Solanum erianthum D.Don",8.3,80.4,2
"Callicarpa tomentosa Willd.",7.4,80.8,2
"Gmelina arborea Roxb.",7.3,80.6,2
"Memecylon clarkeanum Cogn.",6.3,80.3,2
"Diospyros peregrina (Gaertn.) Gürke",6.9,81.4,2
"Schefflera exaltata (Thwaites) Frodin",7.4,80.8,2
"Lasianthus neolanceolatus Ridsdale",6.9,80.5,2
"Lasianthus neolanceolatus Ridsdale",7.3,80.6,2
"Shorea trapezifolia (Thwaites) P.S.Ashton",6.4,80.4,2
"Shorea cordifolia (Thwaites) P.S.Ashton",6.7,80.4,2
"Shorea gardneri (Thwaites) P.S.Ashton",6.8,80.5,2
"Shorea gardneri (Thwaites) P.S.Ashton",7.9,80.4,2
"Shorea gardneri (Thwaites) P.S.Ashton",7.2,80.7,2
"Duabanga Buch.-Ham.",7.3,80.6,2
"Ziziphus talanai (Blanco) Merr.",7.3,80.6,2
"Stemonoporus affinis Thwaites",7.4,80.7,2
"Garcinia cornea L.",7.3,80.6,2
"Ventilago maderaspatana Gaertn.",8.3,80.4,2
"Ventilago maderaspatana Gaertn.",7.9,80.7,2
"Ventilago maderaspatana Gaertn.",8.6,81.2,2
"Ventilago maderaspatana Gaertn.",8.1,80.7,2
"Ventilago maderaspatana Gaertn.",8.3,80.2,2
"Merremia cissoides (Lam.) Hallier fil.",7.3,80.6,2
"Ventilago madraspatana Gaertn.",7.3,80.6,2
"Cayratia Juss.",6.8,80.6,2
"Eugenia bracteata (Willd.) Roxb., 1832",7.4,80.8,2
"Meliosma simplicifolia subsp. simplicifolia",7,80.5,2
"Turpinia pomifera (Roxb.) DC.",6.6,80.5,2
"Turpinia pomifera (Roxb.) DC.",7.3,80.6,2
"Semecarpus gardneri Thwaites",6.8,80.5,2
"Stemonurus apicalis (Thwaites) Miers",6.9,80.5,2
"Semecarpus L.f.",7,80.4,2
"Semecarpus L.f.",6.5,80.3,2
"Semecarpus L.f.",7.4,80.8,2
"Semecarpus L.f.",6.6,80.2,2
"Bhesa nitidissima Kosterm.",7,80.4,2
"Bhesa nitidissima Kosterm.",6.8,80.6,2
"Sapindus trifoliatus var. emarginatus (Vahl) Radlk.",7.9,81,2
"Sabiaceae",6.8,80.6,2
"Semecarpus ochraceus Alston",7.3,80.6,2
"Symplocos cochinchinensis subsp. laurina (Retz.) Noot.",7.4,80.8,2
"Ilex L.L.",6.8,80.5,2
"Turpinia Vent.",7.3,80.6,2
"Turpinia Vent.",7.3,80.7,2
"Impatiens latifolia L.",6.8,80.5,2
"Cullenia ceylanica (Gardner) Wight ex K.Schum.",6.4,80.4,2
"Paracroton pendulus subsp. zeylanicus (Thwaites) N.P.Balakr. & Chakr.",6.8,81,2
"Paracroton Miq.",7.4,80.8,2
"Micrococca oligandra (Müll.Arg.) Prain",6.4,80.7,2
"Spondias L.",7.3,80.6,2
"Excoecaria oppositifolia var. crenulata (Wight) Chakrab. & M.Gangop.",8.1,80.7,2
"Celastrus paniculatus Willd.",7,80.4,2
"Nothopegia Blume",7.3,80.7,2
"Semecarpus coriaceus Thwaites",7.2,80.7,2
"Semecarpus coriaceus Thwaites",7.3,80.9,2
"Drypetes Vahl",7.9,81,2
"Drypetes lanceolata (Thwaites) Pax & K.Hoffm.",7.3,80.9,2
"Drypetes lanceolata (Thwaites) Pax & K.Hoffm.",8,80.8,2
"Bridelia monoica (Lour.) Merr.",7,80.4,2
"Aleurites moluccanus (L.) Willd.",7.2,81.2,2
"Cryptocoryne beckettii Thuill. ex Trim.",7.6,80.6,2
"Rauvolfia densiflora (Wall.) Benth. ex Hook.fil.",7,80.8,2
"Erythroxylum lanceolatum (Wight) Walp.",6.8,81,2
"Rothia indica (L.) Druce",9.6,80.3,2
"Pycnospora lutescens (Poir.) Schindl.",6.7,80.8,2
"Clausena dentata (Willd.) Roem.",7.3,80.9,2
"Cynometra zeylanica Kosterm.",7.2,81.2,2
"Pandanus odoratissimus L.f.",6.9,79.9,2
"Derris scandens (Roxb.) Benth.",8.3,80.4,2
"Tetrastigma nilagiricum (Miq.) B.V.Shetty",6.3,80.3,2
"Caulerpa imbricata G.Murray, 1887",6,80.2,2
"Kigelia pinnata (Jacq.) DC.",8,79.8,2
"Deeringia R.Br.",6.8,81,2
"Gymnopetalum tubiflorum (Wight & Arn.) Cogn.",6.9,79.9,2
"Gymnopetalum tubiflorum (Wight & Arn.) Cogn.",8.3,80.2,2
"Byrsophyllum ellipticum (Thwaites) Hook.f.",6.4,80.4,2
"Stereospermum chelonoides (L.fil.) DC.",6.6,80.5,2
"Isonandra Wight",7.4,80.8,2
"Palaquium hinmolpedda P.Royen",7.3,80.9,2
"Palaquium hinmolpedda P.Royen",7.6,80.7,2
"Strychnos benthamii var. parvifolia (Benth.) C.B.Clarke",6.8,80.6,2
"Mastixia Blume",6.4,80.4,2
"Stemonoporus wightii Thwaites",6.7,80.4,2
"Shorea affinis (Thwaites) P.S.Ashton",6.6,80.5,2
"Shorea siamensis (Kurz) Miq.",7.3,80.6,2
"Scolopia acuminata Clos",6.9,80.5,2
"Ziziphus oenoplia (L.) Mill., 1768",7.3,80.6,2
"Salacia reticulata Wight",8.1,80.7,2
"Salacia reticulata Wight",8.4,80,2
"Nymphanthus Lour.",8.1,80.7,2
"Garcinia binucao (Blanco) Choisy",7.3,80.6,2
"Walsura trifolia (A.Juss.) Harms",8.6,81.2,2
"Hubera korinti (Dunal) Chaowasku",7.7,80.7,2
"Apodytes dimidiata E.Mey. ex Arn.",6.8,80.6,2
"Glochidion pachycarpum Alston",7.4,80.8,2
"Cassia mimosoides L.",8,81.3,2
"Aporosa fusiformis Thwaites",7.6,80.7,2
"Litsea meissneri Hook.fil.",6.8,80.6,2
"Cinnamomum capparu-coronde Blume",6.4,80.4,2
"Litsea deccanensis Gamble",7.3,80.7,2
"Actinodaphne stenophylla Thwaites",7.3,80.9,2
"Cryptocarya wightiana Thwaites",6.7,80.4,2
"Actinodaphne glauca Nees",6.8,80.5,2
"Horsfieldia irya (Gaertn.) Warb.",7.2,81.2,2
"Sageraea zeylanica Heusden",7,80.4,2
"Polyalthia coffeoides (Thwaites ex Hook.f. & Thomson) Benth. & Hook.f. ex Thwaites, 1864",7.5,81.5,2
"Polyalthia coffeoides (Thwaites ex Hook.f. & Thomson) Benth. & Hook.f. ex Thwaites, 1864",8.1,80.7,2
"Desmos zeylanicus (Hook.f. & Thomson) Saff.",7,80.4,2
"Artabotrys zeylanicus Hook.f. & Thomson",7.3,80.6,2
"Artabotrys zeylanicus Hook.f. & Thomson",7.3,80.9,2
"Artabotrys R.Br.",7.3,80.6,2
"Kadsura heteroclita (Roxb.) Craib",6.8,80.6,2
"Naravelia zeylanica (L.) DC.",7.6,80.7,2
"Procris crenata C.B.Rob.",7.4,80.8,2
"Elatostema lineolatum Wight",6.8,81,2
"Elatostema lineolatum Wight",6.8,80.5,2
"Streblus taxoides (B.Heyne ex Roth) Kurz",7.9,80.7,2
"Ficus laevis Blume",6,80.2,2
"Artocarpus gomezianus Wall. ex Trécul",7,80.4,2
"Celtis philippensis var. wightii (Planch.) Soepadmo",7.3,80.8,2
"Piper trineuron Miq.",6.4,80.4,2
"Eria braccata (Lindl.) Lindl.",6.8,80.5,2
"Leptaspis zeylanica Nees ex Steud.",7.4,80.5,2
"Chionoloma bombayense (Müll.Hal.) P.Sollman",7.4,80.8,2
"Syzygium cylindricum (Wight) Alston",6.4,80.4,2
"Ficus fergusonii (King) T.B.Worth. ex Corner",8.3,80.2,2
"Fissidens firmus Mitt.",7.3,80.6,2
"Hypopterygium tamarisci (Sw.) Brid. ex Müll.Hal.",7.4,80.8,2
"Schistochila aligera (Nees & Blume) J.B.Jack & Steph.",7.4,80.7,2
"Balantiopsis Mitt.",6.8,80.5,2
"Schoutenia accrescens (Mast.) Merr.",7.3,80.6,2
"Cinnamomum rivulorum Kosterm.",6.4,80.4,2
"Eugenia sripadaense Kosterm.",6.8,80.6,2
"Xenostegia tridentata subsp. tridentata",6,80.2,2
"Nitella pseudoflabellata A.Braun",7,80.8,2
"Oberonia Lindl.",7.3,80.6,2
"Oberonia Lindl.",7.3,80.8,2
"Melochia umbellata (Houtt.) Stapf",7.3,80.6,2
"Malvales",6.8,80.5,2
"Neolitsea (Benth.) Merr.",7.3,80.8,2
"Monoon Miq.",7.3,80.7,2
"Pisonia grandis R.Br.",6.9,79.9,2
"Sterculia L.",7.3,80.6,2
"Rhamnaceae",7.9,80.7,2
"Clematis L.",7.3,80.6,2
"Grona heterocarpos var. heterocarpos",7.3,80.8,2
"Cymbopogon Spreng.",7.3,80.8,2
"Streblus Lour.",6.7,80.3,2
"Tracheophyta",7.4,80.9,2
"Tracheophyta",7.2,80.4,2
"Tracheophyta",7.3,80.7,2
"Elephantopus L.",7.3,80.6,2
"Justicia L.",6.4,80.5,2
"Ruellia Plum. ex L.",7.3,80.6,2
"Euphorbia cyathophora Murray",8.1,79.7,2
"Setaria barbata (Lam.) Kunth",7.3,80.6,2
"Chamaesyce thymifolia (L.) Millsp.",6.9,80.7,2
"Dendrophthoe falcata (L.fil.) Ettingsh.",8.1,80.9,2
"Pithophora polymorpha",6,80.2,2
"Andropogon lividus Thwaites",7.6,80.7,2
"Sirogonium Kützing, 1843",6.1,80.2,2
"Bryopsis pachynema Martens",6.1,80.2,2
"Schumacheria angustifolia Hook.fil. & Thomson",6.3,80.3,2
"Phyllanthus anabaptizatus Müll.Arg.",7.6,80.7,2
"Nitella acuminata A.Braun ex Wallman",6,80.8,2
"Nitella acuminata A.Braun ex Wallman",7.9,80.7,2
"Nitella acuminata A.Braun ex Wallman",8.2,80.5,2
"Nitella acuminata A.Braun ex Wallman",7.3,80.6,2
"Nitella acuminata A.Braun ex Wallman",7.2,80.4,2
"Glochidion gardneri Thwaites",7.6,80.7,2
"Aglaia apiocarpa (Thwaites) Hiern",7.6,80.7,2
"Bromheadia srilankensis Kruiz. & de Vogel",7.7,80.7,2
"Wajira grahamiana (Wight & Arn.) Thulin & Lavin",7.7,80.7,2
"Plectranthus hadiensis var. tomentosus (Benth.) Codd",6.5,79.6,2
"Miliusa indica Lesch. ex A.DC.",7.7,80.7,2
"Farmeria metzgerioides (Trimen) Willis",7.7,80.7,2
"Momordica denudata (Thwaites) C.B.Clarke",7.7,80.7,2
"Monoon coffeoides (Thwaites ex Hook.f. & Thomson) B.Xue & R.M.K.Saunders",7.7,80.7,2
"Uvaria sphenocarpa Hook.f. & Thomson",7.7,80.7,2
"Lijndenia capitellata (Arn.) K.Bremer",6.3,80.3,2
"Lijndenia capitellata (Arn.) K.Bremer",6.3,80.4,2
"Lijndenia capitellata (Arn.) K.Bremer",7.1,80.5,2
"Lijndenia capitellata (Arn.) K.Bremer",6.1,80.3,2
"Lijndenia gardneri (Thwaites) K.Bremer",6.8,80.5,2
"Dryopteris walkerae (Hook.) Kuntze",6.9,80.8,2
"Oryza nivara S.D.Sharma & Shastry",8,80.6,2
"Oryza nivara S.D.Sharma & Shastry",7.2,81.3,2
"Oryza nivara S.D.Sharma & Shastry",8,79.8,2
"Oryza hybr",7.5,79.8,2
"Caulerpa plumaris (Forsskål) C.Agardh",6.1,80.2,2
"Atylosia trinervia (DC.) Gamble",6.9,80.7,2
"Bryopsis thuyoides Kütz., 1856",6.1,80.2,2
"Trichocolea tomentella (Ehrh.) Dumort.",6.4,80.4,2
"Davallia repens (L.fil.) Kuhn",7.8,80.7,2
"Elaphoglossum ceylanicum Krajina ex Sledge",7.4,80.8,2
"Hypodematium crenatum (Forssk.) Kuhn",7.8,80.7,2
"Polystichum anomalum (Hook. & Arn.) J.Sm.",6.8,80.8,2
"Polystichum anomalum (Hook. & Arn.) J.Sm.",7.8,80.8,2
"Tectaria coadunata (Wall. ex Hook. & Grev.) C.Chr.",7.8,80.7,2
"Tectaria thwaitesii (Bedd.) Ching",6.3,80.3,2
"Deparia japonica (Thunb.) M.Kato",7.8,80.7,2
"Diplazium sylvaticum (Bory) Sw.",7.8,80.7,2
"Diplazium sylvaticum (Bory) Sw.",7.4,80.8,2
"Diplazium esculentum (Retz.) Sw.",6.9,80.8,2
"Diplazium maximum (D.Don) C.Chr.",7.8,80.7,2
"Athyrium tozanense (Hayata) Hayata",6.8,80.8,2
"Diplazium beddomei C.Chr.",6.9,80.8,2
"Asplenium varians Wall. ex Hook. & Grev.",7.6,80.7,2
"Asplenium yoshinagae subsp. indicum (Sledge) Fraser-Jenk.",7.8,80.7,2
"Coryphopteris viscosa (Baker) Holttum",7.8,80.8,2
"Lindsaea tenera Dryand.",7.8,80.8,2
"Oreogrammitis zeylanica (Fée) Parris",7.8,80.8,2
"Oreogrammitis zeylanica (Fée) Parris",7.4,80.8,2
"Oreogrammitis reinwardtii (Blume) Parris",7.4,80.8,2
"Oreogrammitis sledgei (Parris) Parris",6.8,80.4,2
"Crepidomanes minutum (Blume) K.Iwats.",7.4,80.8,2
"Cyclodium meniscioides (Willd.) C.Presl",7.9,80.8,2
"Osmunda collina Sledge",7,80.8,2
"Tectaria zeilanica (Houtt.) Sledge",7.9,80.8,2
"Diplazium Sw.",6.3,80.2,2
"Tomophyllum perplexum (Parris) Parris",7.4,80.8,2
"Tomophyllum perplexum (Parris) Parris",6.9,80.8,2
"Haplopteris C.Presl",6.8,80.4,2
"Crepidomanes campanulatum (Roxb.) Panigrahi & Sarn.Singh",7.2,80.6,2
"Didymoglossum wallii (Thwaites) Copel.",6.3,80.3,2
"Pteris multiaurita C.Agardh",7.2,80.6,2
"Huperzia pulcherrima (Wall. ex Hook. & Grev.) T.Sen & U.Sen",6.8,80.8,2
"Lepisorus amaurolepidus (Sledge) Bir & Trikha",7.3,80.6,2
"Lepisorus amaurolepidus (Sledge) Bir & Trikha",7.3,80.9,2
"Lepisorus (J.Sm.) Ching",7.4,80.8,2
"Lepisorus (J.Sm.) Ching",6.9,80.8,2
"Hemionitis tomentosa (Lam.) Raddi",7.2,80.6,2
"Dryopteris wallichiana (Spreng.) Hyl.",6.8,80.8,2
"Diplazium travancoricum Bedd.",7.4,80.8,2
"Coniogramme serra Fée",6.9,80.8,2
